LfNr,Nachname,Vorname,Geschlecht,PLZ,Ort,Strasse,Hausnummer
395,Bayer,Susanne,W,1069,Dresden,Humboldtstraße,134
396,Grabowski,Inge,W,46446,Emmerich am Rhein,Schlicher Straße,88
397,Schilling,Tobias,M,24238,Lammershagen,Friedensplatz,75
398,Neuhaus,Bernhard,M,98617,Leutersdorf,Nörvenicher Straße,31
399,Ackermann,Miriam,W,23843,Neritz,Schloßbergstraße,76
400,Bach,Erhard,M,41542,Dormagen,Martinusstraße,56
401,Wegner,Rebecca,W,41517,Grevenbroich,Kapellenstraße,130
402,Scheel,Verena,W,94089,Neureichenau,Veldener Straße,22
403,Cordes,Franz,M,1920,Ralbitz-Rosenthal - Ralbicy-Róžant,Turmstraße,159
404,Rath,Daniela,W,25764,Oesterwurth,Sachsenstraße,97
405,Bartsch,Valentin,M,4539,Groitzsch,Boisdorfer Weg,185
406,Brück,Wladimir,M,55767,Siesbach,Gerhard-Fuß-Straße,116
407,Knauer,Alexander,M,24991,Freienwill,Fontanestraße,11
408,Michaelis,Sigrid,W,8239,Falkenstein/Vogtland,Fehlender Feld,36
409,Schneider,Ben,M,7950,Weißendorf,Albert-Schweitzer-Straße,33
410,Berger,Reinhard,M,66987,Thaleischweiler-Fröschen,Hermann-Hesse-Straße,60
411,Dorn,Ursel,W,24890,Süderfahrenstedt,Im Schubigsfeld,133
412,Mielke,Gudrun,W,48163,Münster,Wilhelmstraße,80
413,Fritz,Ali,M,56412,Heilberscheid,Am Nordpark,177
414,Mohr,Franziska,W,17322,Rossow,Im Tiergarten,82
415,Neugebauer,Jan,M,90592,Schwarzenbruck,Rathenaustraße,49
416,Hartwig,Till,M,12557,Berlin,Hegelweg,70
417,Enders,Rebecca,W,19372,Karrenzin,Mozenborner Straße,110
418,Lorenz,Heinrich,M,49326,Melle,Hohenzollernstraße,67
419,Schwarze,Carla,W,14467,Potsdam,Lendersdorfer Straße,153
420,Rühl,Hans,M,1445,Radebeul,Buschbenden,84
421,Gottschalk,Melina,W,86700,Otting,Küppersgasse,83
422,Rösler,Mirco,M,35516,Münzenberg,Trierer Straße,75
423,Klemm,Nele,W,45721,Haltern am See,Hospitalstraße,96
424,Böhmer,Lorenz,M,55437,Nieder-Hilbersheim,Lasallestraße,53
425,Haack,Fred,M,94535,Eging a.See,Paradiesstraße,60
426,Hansen,Rainer,M,24594,Meezen,Am Jesuitenhof,18
427,Stern,Ulrich,M,88250,Weingarten,Lendersdorfer Straße,61
428,Schauer,Gina,W,18299,Wardow,Möschengasse,72
429,Kroll,Armin,M,96193,Wachenroth,Zum Wibbelrusch,11
430,Mielke,Helmut,M,85110,Kipfenberg,Gertrudisstraße,75
431,Steiner,Friederike,W,49610,Quakenbrück,Gaußstraße,130
432,Rehm,Uwe,M,23911,Schmilau,Hans-Böckler-Straße,191
433,Melzer,Dieter,M,31582,Nienburg/Weser,Velinstraße,17
434,Ullrich,Ingo,M,30655,Hannover,Kapellenstraße,9
435,Kirschner,Eckard,M,53539,Welcherath,Rektor-Peiffer-Straße,9
436,Schleicher,Jacqueline,W,73467,Kirchheim am Ries,Im Dunklen Berg,3
437,Stange,Isabella,W,73732,Esslingen am Neckar,Ginnizweilerstraße,173
438,Altmann,Marlon,M,91085,Weisendorf,Dechant-Vaßen-Straße,133
439,Bode,Yasemin,W,95180,Berg,Werderstraße,72
440,Herzog,Hubert,M,24816,Luhnstedt,Karlstraße,1
441,Esser,Matthias,M,54668,Niederweis,Kampstraße,15
442,Haug,Heinrich,M,35043,Marburg,Wallstraße,18
443,Feldmann,Dominik,M,64579,Gernsheim,Goebenstraße,137
444,Baumeister,Bianca,W,21516,Woltersdorf,An St. Johannes,124
445,Süß,Hildegard,W,94356,Kirchroth,Aachener Straße,197
446,Fürst,Nadja,W,91463,Dietersheim,Ginnizweilerstraße,131
447,Heckmann,Karlheinz,M,24214,Schinkel,Paulstraße,68
448,Miller,Martha,W,34260,Kaufungen,Ratsstraße,183
449,Hack,Maria,W,66620,Nonnweiler,Lerchenweg,17
450,Stumpf,Nikolaus,M,19230,Pritzier,Im Lintes,115
451,Wieczorek,Marvin,M,57612,Helmeroth,Kapellenstraße,38
452,Drechsler,Heiner,M,26931,Elsfleth,Gaußstraße,91
453,Schulze,Clemens,M,66978,Donsieders,Zu den Blanken,125
454,Kellner,Gabriela,W,41352,Korschenbroich,Amsterdamer Straße,112
455,Brandl,Günter,M,12621,Berlin,Kirchfeld,96
456,Köster,Inge,W,99628,Buttstädt,Am Scheppgraben,11
457,Exner,Niclas,M,83112,Frasdorf,Schwalbenweg,46
458,Yilmaz,Ursula,W,24220,Boksee,Karlstraße,93
459,Walz,Harry,M,56379,Weinähr,Pankratiusstraße,47
460,Dick,Antje,W,94239,Zachenberg,Agnesstraße,115
461,Sauer,Inga,W,73495,Stödtlen,Krokusstraße,18
462,Gottwald,Hartmut,M,45475,Mülheim an der Ruhr,Zum Roten Kreuz,101
463,Kellner,Ibrahim,M,54518,Gladbach,Piusstraße,166
464,Dreyer,Marlon,M,2929,Rothenburg/Oberlausitz,Frohnhofstraße,87
465,Tiedemann,Erhard,M,31618,Liebenau,Pfarrer-Hecker-Straße,83
466,Lau,Joshua,M,37627,Deensen,Zum Kirchenpättchen,23
467,Rapp,Ingo,M,79822,Titisee-Neustadt,Moltkestraße,4
468,Geyer,Manfred,M,58840,Plettenberg,Van-der-Velden-Straße,4
469,Brandt,Maximilian,M,23847,Schürensöhlen,Dampfmühlenstraße,36
470,Naumann,Tamara,W,16278,Pinnow,Sebastianusstraße,189
471,Hill,Jasmin,W,95346,Stadtsteinach,Maarstraße,45
472,Falk,Harald,M,56820,Briedern,Schafweg,162
473,Heß,Lutz,M,3172,Jänschwalde,Im Mühlenpark,137
474,Huth,Frank,M,85411,Hohenkammer,Rütger-von-Scheven-Straße,95
475,Urban,Matthias,M,3096,Werben,Bergstraße,22
476,Rau,Max,M,3238,Heideland,Nikolaus-Otto-Straße,117
477,Dieckmann,Guido,M,22459,Hamburg,Günther-Peill-Straße,24
478,Jacobi,Hannes,M,53489,Sinzig,Pfalzstraße,61
479,Bayer,Carlotta,W,76879,Essingen,Auf der Komm,196
480,Bosch,Stanislav,M,16845,Wusterhausen/Dosse,Lerchenweg,169
481,Riemer,Carina,W,63843,Niedernberg,Dahlienstraße,66
482,Radtke,Nina,W,85117,Eitensheim,Marienstraße,170
483,Starke,Julius,M,56290,Buch,Danziger Straße,1
484,Schütte,Lynn,W,17237,Kratzeburg,Velinstraße,152
485,Schulte,Almuth,W,38489,Jübar,Bismarckstraße,100
486,Schütze,Doris,W,24235,Laboe,Im Schubigsfeld,94
487,Anders,Norman,M,80336,München,Matthias-Claudius-Straße,112
488,Gebhardt,Karl,M,80539,München,Otto-Brenner-Straße,109
489,Maas,Bernd,M,30457,Hannover,Kommgartenweg,144
490,Peter,Nicola,W,24616,Borstel,Borchertstraße,152
491,Mertens,Elvira,W,49779,Niederlangen,Clemensstraße,165
492,Eggers,Pascal,M,21403,Wendisch Evern,Dechant-Fröls-Straße,45
493,Sprenger,Annegret,W,86573,Obergriesbach,Uferstraße,179
494,Specht,Benedikt,M,63741,Aschaffenburg,Zum Friesenhof,17
495,Bahr,Justus,M,21376,Eyendorf,Ringstraße,109
496,Weis,Helene,W,56754,Möntenich,Behringstraße,111
497,Stahl,Ali,M,49751,Sögel,Blücherstraße,141
498,Hammer,Josefine,W,17209,Zislow,Am Jugendstadion,5
499,Boldt,Jörn,M,17328,Penkun,Am Sportheim,146
500,Ruf,Iris,W,56244,Rückeroth,Alemannenweg,13
501,Stiller,Jochen,M,91564,Neuendettelsau,Pfalzstraße,109
502,Klein,Elvira,W,24797,Hörsten,Auweg,141
503,Dietze,Margit,W,39317,Elbe-Parey,Gaußstraße,95
504,Pfister,Margot,W,7429,Sitzendorf,Reginastraße,144
505,Ebert,Magdalena,W,9569,Oederan,Pfarrer-Hecker-Straße,118
506,Evers,Rolf,M,72184,Eutingen im Gäu,Heinrich-Heine-Straße,24
507,Baumeister,Lena,W,21436,Marschacht,Hebbelstraße,127
508,Schauer,Annette,W,54584,Gönnersdorf,Papiermühle,77
509,Hummel,Marita,W,57612,Birnbach,Eburonenweg,76
510,Post,Marina,W,8548,Rosenbach/Vogtland,Rudolf-Schock-Platz,141
511,Esser,Anna,W,18445,Altenpleen,Damaschkestraße,107
512,Gottwald,Dörte,W,93189,Reichenbach,Stegerwaldstraße,46
513,Metz,Ricardo,M,41812,Erkelenz,Flemingstraße,19
514,Rößler,Inga,W,88348,Bad Saulgau,Sophie-Scholl-Straße,174
515,Morgenstern,Irene,W,56459,Mähren,Stammelner Fließ,91
516,Eckert,Peter,M,4808,Wurzen,Platanenhof,85
517,Franz,Margot,W,8280,Aue-Bad Schlema,Königspfad,179
518,Hannemann,Till,M,66996,Schindhard,Stettiner Straße,1
519,Kugler,Jacqueline,W,96528,Schalkau,Ellener Straße,1
520,Klotz,Daniel,M,91462,Dachsbach,In der Laag,130
521,Marx,Sabine,W,18211,Nienhagen,Danziger Straße,12
522,Stephan,Benjamin,M,55469,Rayerschied,Arnoldsweilerstraße,59
523,Klaus,Corinna,W,24799,Friedrichsholm,Neuhausgäßchen,125
524,Rabe,Karen,W,55767,Abentheuer,Zum Mühlengraben,9
525,Jäger,Ursel,W,39291,Möser,Grube-Alfred-Straße,13
526,Dieckmann,Eugen,M,24819,Embühren,Von-Spee-Straße,133
527,Reich,Willi,M,78600,Kolbingen,Gneisenaustraße,145
528,Rupprecht,Vincent,M,9577,Niederwiesa,Kurt-Schumacher-Straße,151
529,Johannsen,Benjamin,M,39596,Goldbeck,Röntgenstraße,16
530,Lohmann,Michael,M,67759,Reichsthal,Kastanienweg,2
531,Benz,Danny,M,2959,Groß Düben - Dźěwin,Van-der-Giese-Straße,157
532,Scholz,Justin,M,67822,Kalkofen,Schneidhausener Weg,79
533,Springer,Silvia,W,57632,Ziegenhain,Poststraße,196
534,Uhl,Anita,W,25785,Sarzbüttel,Velinstraße,199
535,Pietsch,Margarethe,W,47661,Issum,Klapperstraße,194
536,Vogl,Doris,W,17248,Lärz,Walzmühle,133
537,Adler,Gabriela,W,78661,Dietingen,Am Fuchsberg,195
538,Bosch,Dietmar,M,7381,Döbritz,Hansemannstraße,54
539,Walther,Ivan,M,67580,Hamm am Rhein,Blachweg,143
540,Werner,Justin,M,23611,Ratekau,Hirschgasse,147
541,Winter,Silvia,W,17091,Mölln,Kaisersbenden,181
542,Roos,Gabi,W,50679,Köln,Im Eichenbruch,20
543,Friese,Kevin,M,34479,Breuna,Dr.-Overhues-Allee,192
544,Dittrich,Ercan,M,55596,Oberstreit,Leopoldstraße,53
545,Büttner,Sarah,W,37318,Schönhagen,Düppelstraße,174
546,Berger,Marlies,W,17089,Gnevkow,Obererz,45
547,Rahn,Annett,W,59227,Ahlen,Auf dem Flabig,144
548,Böhme,Moritz,M,55469,Riegenroth,Andreas-Kufferath-Platz,124
549,Schiller,Pauline,W,94553,Mariaposching,Am Dürener Weg,190
550,Schröter,Elke,W,34134,Kassel,An der Pulvermühle,170
551,Timm,Ingo,M,96369,Kulmbach,Weckspfad,35
552,Schultz,Dustin,M,54439,Fisch,Breitenbend,85
553,Eilers,Amir,M,44795,Bochum,Tischlerstraße,183
554,Siebert,Erik,M,24806,Hohn,Hubertusstraße,127
555,Schwab,Enrico,M,20259,Hamburg,An der Tränke,169
556,Kemper,Ramona,W,92705,Leuchtenberg,Goebenstraße,137
557,Friedl,Antonia,W,77716,Fischerbach,Wieselsmaar,154
558,Hinrichs,Christina,W,1217,Dresden,Hedwigstraße,74
559,Thieme,Merle,W,95138,Bad Steben,Kantstraße,8
560,Grimm,Alena,W,31707,Heeßen,Hovener Straße,113
561,Wittmann,Jasper,M,53520,Kaltenborn,Stresemannstraße,61
562,Schaub,Irina,W,39343,Haldensleben,Löwener Straße,78
563,Hille,Valentina,W,17291,Schenkenberg,Berliner Straße,98
564,Kilian,Jutta,W,85293,Reichertshausen,Maasstraße,94
565,Rößler,Petra,W,21483,Juliusburg,Eldernweg,113
566,Brandes,Ricardo,M,88499,Emeringen,Karlstraße,4
567,Brenner,Marlene,W,54608,Sellerich,Fritz-Pley-Straße,66
568,Liedtke,Armin,M,94447,Plattling,Hallmannsstraße,102
569,Kremer,Markus,M,15537,Erkner,Am Wingert,129
570,Haupt,Ruth,W,90614,Ammerndorf,An der Erk,2
571,Ehlert,Erika,W,87763,Lautrach,Hainbuchenweg,158
572,Philipp,Samuel,M,39435,Egeln,Franziskanerstraße,105
573,Scherer,Steffen,M,87435,Kempten (Allgäu),Ulmenstraße,50
574,Jakobs,Gerald,M,56170,Bendorf,Stresemannstraße,62
575,Welsch,Natalia,W,89340,Leipheim,Dr.-Antonie-Krebs-Straße,21
576,Matthes,Heiner,M,54552,Schalkenmehren,Fliederbusch,6
577,Pfeifer,Julian,M,76549,Hügelsheim,Am Jugendstadion,40
578,Sievers,Celine,W,57635,Rettersen,Stefan-Zweig-Straße,73
579,Schnell,Benedikt,M,78591,Durchhausen,Bergheimer Straße,60
580,Reichardt,Pierre,M,23847,Bliestorf,An den Stadtwerken,188
581,Schindler,Joshua,M,91358,Kunreuth,Am Hagelkreuz,74
582,Volz,Anne,W,74379,Ingersheim,Im Kohnental,66
583,Boldt,Isabel,W,67167,Erpolzheim,Senefelderstraße,159
584,Eberle,Fritz,M,57629,Steinebach an der Wied,Echternacher Straße,164
585,Michel,Hartwig,M,50226,Frechen,Am Courtenbachshof,115
586,Hempel,Sören,M,92702,Kohlberg,Albrecht-Dürer-Straße,188
587,Runge,Emma,W,31632,Husum,Am Römerbad,196
588,Heim,Martha,W,83735,Bayrischzell,Josef-Schregel-Straße,172
589,Nolte,Karin,W,54316,Franzenheim,Merowinger Straße,164
590,Block,Thorsten,M,61200,Echzell,Markt,168
591,Nolte,Sofie,W,92655,Grafenwöhr,In der Laag,46
592,Hohmann,Sebastian,M,85635,Höhenkirchen-Siegertsbrunn,Wittenauer Straße,22
593,Marx,Knut,M,17252,Schwarz,Ursulinenstraße,126
594,Schwarze,Anna,W,24244,Felm,Am Weckshof,7
595,Wirth,Olga,W,54617,Sevenig (Our),Am Schlagbaum,150
596,Mai,Arthur,M,78598,Königsheim,Am Sandberg,14
597,Schick,Petra,W,65623,Mudershausen,Wilhelmstraße,117
598,Uhl,Helena,W,91720,Absberg,Salierweg,41
599,Gärtner,Juri,M,22045,Hamburg,Kömpchen,123
600,Wiedemann,Robert,M,55606,Heimweiler,Bertramsweg,83
601,Pilz,Waltraud,W,31224,Peine,Kerpener Straße,39
602,Palm,Ricardo,M,12629,Berlin,Friedrichplatz,181
603,Lehnert,Hannah,W,56472,Hardt,Velinstraße,145
604,Schüller,Peer,M,37434,Wollbrandshausen,Markt,36
605,Heinze,Iris,W,57577,Seelbach bei Hamm (Sieg),Nikolaus-Otto-Straße,41
606,Geißler,Roland,M,56598,Hammerstein,Gotenweg,125
607,Wüst,Harald,M,35099,Burgwald,August-Klotz-Straße,82
608,Volz,Elvira,W,55596,Schloßböckelheim,Gerichtsweg,143
609,Roth,John,M,99438,Buchfart,Am Schlagbaum,55
610,Bischof,Axel,M,24784,Westerrönfeld,In der Kaul,41
611,Elsner,John,M,1454,Radeberg,Am Rölsdorfer Weg,75
612,Dietrich,Marlies,W,86836,Untermeitingen,Weidmühlenstraße,79
613,Rogge,Mona,W,4617,Treben,Rütger-von-Scheven-Straße,177
614,Bachmann,Andrej,M,54614,Nimsreuland,Franz-Offergeld-Straße,7
615,Schleicher,Heidrun,W,25560,Bokhorst,Hahnenkamp,78
616,Riedel,Boris,M,48477,Hörstel,Wittlicher Straße,141
617,Engelhardt,Ayse,W,29690,Lindwedel,Nagelschmiedsgasse,102
618,Schumann,Carmen,W,54655,Malberg,Meckerstraße,59
619,Kühn,Almuth,W,21775,Ihlienworth,Sonnenweg,21
620,May,Ursula,W,67134,Birkenheide,Freiheitsstraße,42
621,Schmidt,Ibrahim,M,60487,Frankfurt am Main,Hubert-Gasper-Straße,139
622,Fuchs,Ilka,W,66887,Bosenbach,Hämmerchensgässchen,135
623,Lohse,Niclas,M,70327,Stuttgart,Thomas-Mann-Straße,165
624,Endres,Lutz,M,7381,Döbritz,Robert-Koch-Straße,103
625,Wendel,Ernst,M,56076,Koblenz,Berzbuirer Straße,161
626,Rieck,Carola,W,27628,Hagen im Bremischen,Pastor-Lüpschen-Straße,3
627,Hampel,Georgios,M,14641,Wustermark,Ludwigstraße,44
628,Struck,Carolin,W,21521,Dassendorf,Robert-Koch-Straße,106
629,Pahl,Tim,M,9126,Chemnitz,Flurstraße,1
630,Wolff,Ruth,W,25889,Uelvesbüll,Rotterdamer Straße,11
631,Hartmann,Anton,M,54579,Üxheim,Breite Straße,71
632,Riedl,Susann,W,17335,Strasburg (Uckermark),An St. Nikolaus,52
633,Weise,Bernhard,M,76863,Herxheimweyher,Klostergasse,176
634,Hauser,Leonard,M,38112,Braunschweig,Schulstraße,145
635,Alt,Ulf,M,25764,Friedrichsgabekoog,Fliederbusch,164
636,Kummer,Helen,W,95519,Vorbach,Kuhgasse,192
637,Thelen,Jörg,M,36115,Ehrenberg,Lütticher Straße,148
638,Grünewald,Svantje,W,1814,Bad Schandau,Josef-Ebertz-Platz,90
639,Emmerich,Lennard,M,54655,Sankt Thomas,August-Bebel-Straße,36
640,Kling,Fritz,M,57578,Elkenroth,St.-Matthias-Straße,99
641,Urban,Elke,W,25845,Elisabeth-Sophien-Koog,Im Dehnacker,32
642,Hardt,Reinhold,M,19372,Lewitzrand,Zum Froschmaar,184
643,Walter,Yvonne,W,66851,Gerhardsbrunn,Pützgesbenden,52
644,Meurer,Hendrik,M,26909,Neulehe,Kaiserplatz,6
645,Trapp,Eike,M,49777,Stavern,Tuchbleiche,104
646,Rahn,Konstanze,W,55494,Wahlbach,Engengraben,47
647,Michael,Henrik,M,94530,Auerbach,Roonstraße,32
648,Kempf,Heike,W,2763,Zittau,Mariaweilerstraße,21
649,Forster,Joanna,W,88422,Bad Buchau,Trift,32
650,Pahl,Reinhold,M,22041,Hamburg,Brigidastraße,138
651,Link,Waltraud,W,4357,Leipzig,Zum Bauschhof,158
652,Wilke,Tobias,M,72186,Empfingen,Gneisenaustraße,64
653,Hinrichs,Gunda,W,14624,Dallgow-Döberitz,Ursulinenstraße,14
654,Schütt,Hatice,W,67229,Gerolsheim,Auf dem Hahnberg,96
655,Lorenzen,Hakan,M,56459,Brandscheid,Paulstraße,109
656,Brendel,Heike,W,86666,Burgheim,Freiheitsplatz,90
657,Paulus,Vladimir,M,18375,Wieck a. Darß,Friedensplatz,59
658,Grote,Nicole,W,89520,Heidenheim an der Brenz,Sattlerstraße,153
659,Menke,David,M,10243,Berlin,Am Nordpark,31
660,Pabst,Beate,W,72178,Waldachtal,Graf-Schellart-Platz,99
661,Heinrichs,Ronald,M,56203,Höhr-Grenzhausen,Birkesdorfer Straße,167
662,Bartels,Ben,M,56357,Eschbach,Burgauer Allee,110
663,Kastner,Ramona,W,16244,Schorfheide,Pastor-Hesseler-Straße,117
664,Bruns,Sascha,M,99869,Pferdingsleben,Max-Oppenheim-Platz,149
665,Frenzel,Vincent,M,7778,Zimmern,Annakirmesplatz,172
666,Thomas,Michaela,W,74928,Hüffenhardt,Wiechertstraße,174
667,Mertens,Kirstin,W,77656,Offenburg,Bonner Straße,37
668,Philipp,Willfried,M,38118,Braunschweig,Im Kohnental,78
669,Post,Roland,M,97253,Gaukönigshofen,Beythaler Straße,135
670,Hack,Valentina,W,55246,Wiesbaden,Malteserstraße,68
671,Neuhaus,Alena,W,37318,Dieterode,Professor-Hahn-Straße,127
672,Scholz,Edith,W,66773,Schwalbach,Engelbert-Nyt-Straße,126
673,Heuer,Christel,W,21033,Hamburg,Am Kirchendriesch,13
674,Finger,Hüseyin,M,10707,Berlin,Am Karmel,132
675,Schweitzer,Johanna,W,36320,Kirtorf,Hinter Pastorsgarten,152
676,Kohler,Edgar,M,19322,Breese,Pfarrer-Füssenich-Straße,64
677,Meurer,Siegfried,M,53539,Welcherath,Marienstraße,78
678,Wessel,Saskia,W,41748,Viersen,Teichstraße,176
679,Lerch,Mareike,W,55566,Rehbach,Hermann-Hesse-Straße,31
680,Emmerich,Raphael,M,3058,Neuhausen/Spree,Cranachstraße,36
681,Junge,Roger,M,84183,Niederviehbach,Ahrweg,187
682,Kühnel,Ursula,W,79798,Jestetten,Eisenstraße,58
683,Mai,Horst,M,37627,Stadtoldendorf,Viandener Straße,21
684,Langner,Beate,W,65344,Eltville am Rhein,Eburonenweg,51
685,Sprenger,Margrit,W,82234,Weßling,Hirschgasse,129
686,Albrecht,Margarethe,W,66871,Ehweiler,Danziger Straße,157
687,Klug,Louis,M,56291,Bickenbach,Lagerstraße,70
688,Meißner,Tamara,W,26123,Oldenburg,Eldernweg,197
689,Eilers,Cindy,W,82396,Pähl,Masurenstraße,105
690,Diekmann,Anne,W,35117,Münchhausen,Dampfmühlenstraße,155
691,Schulze,Till,M,32839,Steinheim,Ahornstraße,18
692,Böhm,Carlotta,W,88637,Buchheim,Langerweher Straße,162
693,Köhn,Samuel,M,54441,Taben-Rodt,Sauerbruchstraße,149
694,Reichel,Jörn,M,86833,Ettringen,Effertzgasse,144
695,Kastner,Leonie,W,63628,Bad Soden-Salmünster,Leipziger Straße,96
696,Schwab,Sebastian,M,15890,Eisenhüttenstadt,Ellener Straße,197
697,Keil,Charlotte,W,25581,Poyenberg,Fasanenweg,137
698,Pohlmann,Jean,M,87736,Böhen,Martinusplatz,171
699,Schwabe,Leo,M,79219,Staufen im Breisgau,Nicolosengäßchen,172
700,Kemper,Franziska,W,80335,München,An der Gerstenmühle,110
701,Schmid,Irina,W,53520,Winnerath,Am Vorbahnhof,109
702,Eckhardt,Ingrid,W,55252,Wiesbaden,In der Kaul,39
703,Hinz,Leon,M,38312,Flöthe,Lütticher Straße,98
704,Rath,Norman,M,9243,Niederfrohna,Cornelystraße,151
705,Moll,Lydia,W,2899,Schönau-Berzdorf auf dem Eigen,Keplerstraße,52
706,Kowalski,Henning,M,2827,Görlitz,Van-der-Velden-Straße,9
707,Wulf,Nadja,W,30659,Hannover,Merowinger Straße,144
708,Maier,Armin,M,76332,Bad Herrenalb,Bachstraße,45
709,Ruppert,Sören,M,54597,Strickscheid,Eisenstraße,151
710,Schaaf,Vera,W,88171,Weiler-Simmerberg,Graf-Schellart-Platz,40
711,Löhr,Riko,M,93152,Nittendorf,Friedrich-Ebert-Platz,122
712,Amann,Clemens,M,87538,Fischen im Allgäu,Wiechertstraße,197
713,Dittmann,Mona,W,54657,Neidenbach,Hebbelstraße,25
714,Sperling,Pia,W,67808,Ruppertsecken,Laubenweg,114
715,Kern,Dana,W,24616,Borstel,Auf dem Flabig,4
716,Ruf,Claudia,W,12689,Berlin,Nippesstraße,45
717,Hummel,Inge,W,56814,Greimersburg,Buschstraße,47
718,Brauer,Timo,M,74747,Ravenstein,Markusstraße,60
719,Kessler,Steven,M,96126,Maroldsweisach,Schmiedestraße,61
720,Gottwald,Alexandra,W,55758,Sienhachenbach,Schlömers Gasse,192
721,Strauch,Angelika,W,27246,Borstel,Buchenstraße,23
722,Seibert,Yvonne,W,64291,Darmstadt,Kleinhardt,36
723,Altmann,Nils,M,88138,Hergensweiler,Stephanstraße,106
724,Weiß,Helena,W,23738,Riepsdorf,Kaiserplatz,131
725,Pohl,Anna,W,24405,Böel,Franz-Offergeld-Straße,148
726,Krebs,Nicola,W,24994,Medelby,Münsterweg,48
727,Schultze,Heinz,M,39629,Bismark (Altmark),Ludwig-Erhard-Platz,74
728,Bastian,Cornelia,W,17166,Dahmen,Liebigstraße,134
729,Held,Merle,W,94542,Haarbach,Merowinger Straße,115
730,Gottwald,Ole,M,24259,Westensee,Merowinger Straße,175
731,Wehner,Tim,M,56753,Welling,Turmstraße,9
732,Marquardt,Juliane,W,88696,Owingen,Nietzscheweg,25
733,Eberle,Philipp,M,7554,Korbußen,Darßer Weg,172
734,Kratz,Gunter,M,79695,Wieden,Schulstraße,55
735,Hofmann,Pauline,W,78727,Oberndorf am Neckar,Düppelstraße,79
736,Strobel,Egon,M,83093,Bad Endorf,In der Mulde,128
737,Heidenreich,Gerda,W,17039,Wulkenzin,Meiringplatz,161
738,Funke,Svea,W,94315,Straubing,Bachstraße,143
739,Jäger,Natascha,W,87493,Lauben,Schroederstraße,56
740,Mann,Hauke,M,18249,Warnow,Dahlienstraße,47
741,Hummel,Joana,W,74376,Gemmrigheim,Im Schubigsfeld,118
742,Rehm,Pascal,M,27574,Bremerhaven,Hormer Straße,96
743,Frey,Bärbel,W,67297,Marnheim,An der Erk,129
744,Baum,Margarethe,W,54570,Neroth,Karolingerweg,119
745,Baumann,Anne,W,85049,Ingolstadt,Nibelungenweg,36
746,Reichel,Louis,M,21755,Hechthausen,Frankenstraße,27
747,Kirchner,Jasper,M,67152,Ruppertsberg,Campingstraße,118
748,Ruppert,John,M,66851,Horbach,Kiefernweg,138
749,Grimm,Kai,M,57648,Bölsberg,Gotenweg,42
750,Hoppe,Steve,M,89346,Bibertal,Ackerstraße,46
751,Ebeling,Nick,M,7580,Seelingstädt,Dunantstraße,148
752,Pfeffer,Harald,M,82549,Königsdorf,Neue Jülicher Straße,4
753,Michael,Angela,W,94518,Spiegelau,Rudolf-Diesel-Straße,9
754,Heckmann,Maurice,M,55585,Duchroth,Am Pletzerturm,150
755,Kühn,Ernst,M,44625,Herne,Paradiesbenden,162
756,Seifert,Eckard,M,24354,Kosel,Van-der-Giese-Straße,116
757,Lippert,Roger,M,68161,Mannheim,Yorckstraße,101
758,Drescher,Franz,M,55270,Engelstadt,Rilkestraße,53
759,Michel,Stefanie,W,25866,Mildstedt,Im Königshof,193
760,Bucher,Waldemar,M,21516,Tramm,Am Pletzerturm,52
761,Junker,Michel,M,56412,Nomborn,Dr.-Christian-Seybold-Straße,74
762,Steinert,Marius,M,65558,Langenscheid,Im Eschfeld,167
763,Mai,Aaron,M,79268,Bötzingen,An den Stadtwerken,170
764,Brüning,Tobias,M,54552,Steiningen,Schlömers Gasse,1
765,Hermes,Toni,M,35463,Fernwald,Friedrich-Ebert-Platz,60
766,Jacobs,Max,M,37339,Leinefelde-Worbis,Joachimstraße,18
767,Schleicher,Nikola,M,56459,Guckheim,Luxemburger Straße,6
768,Witt,Ann,W,21376,Eyendorf,Hammerstraße,8
769,Beyer,Jörn,M,19217,Utecht,Kettelerstraße,49
770,Just,Ulrich,M,86462,Langweid am Lech,Dr.-Robert-Pütz-Straße,159
771,Fritz,Eduard,M,61197,Florstadt,Kömpchen,78
772,Westermann,Bodo,M,93346,Ihrlerstein,Im Reuter,5
773,Gerlach,Julius,M,56479,Homberg,An der Kuhbrücke,85
774,Preuß,Vanessa,W,99625,Großneuhausen,Kölnstraße,152
775,Sattler,Michaela,W,87538,Obermaiselstein,Ritterstraße,63
776,Weise,Evelyn,W,31139,Hildesheim,Kampstraße,117
777,Neumann,Erich,M,57580,Elben,Merowinger Straße,185
778,Backhaus,Ernst,M,56858,Liesenich,Hirschgasse,99
779,Bachmann,Norbert,M,88348,Bad Saulgau,Rölsdorfer Straße,7
780,Günther,Paulina,W,15926,Luckau,Eifelplatz,30
781,Otten,Sergej,M,23992,Glasin,Alexanderstraße,1
782,Finger,Gertrud,W,99718,Trebra,Parkstraße,136
783,Schweizer,Sonja,W,39435,Bördeaue,Pfalzstraße,133
784,Hertel,Wladimir,M,17209,Eldetal,Nordstraße,82
785,Schumacher,Natalia,W,12555,Berlin,Willi-Bleicher-Straße,1
786,Eisele,Ibrahim,M,87665,Mauerstetten,Am Krausberg,66
787,Kramer,Henry,M,79211,Denzlingen,Schmalenburg,75
